alpha_max,cast_cap,k_shrink,precision,recall
0.77,0.18,3,0.006578947368421052,0.06578947368421052
0.77,0.19,3,0.006578947368421052,0.06578947368421052
0.78,0.22,5,0.006578947368421052,0.06578947368421052
0.78,0.23,3,0.006578947368421052,0.06578947368421052
0.78,0.23,5,0.006578947368421052,0.06578947368421052
0.85,0.24,10,0.006578947368421052,0.06578947368421052
0.85,0.25,10,0.006578947368421052,0.06578947368421052
0.88,0.23,10,0.006578947368421052,0.06578947368421052
0.85,0.14,5,0.006578947368421052,0.06578947368421052
0.85,0.15,5,0.006578947368421052,0.06578947368421052
0.85,0.18,3,0.006578947368421052,0.06578947368421052
0.85,0.19,5,0.006578947368421052,0.06578947368421052
0.77,0.3,10,0.006578947368421052,0.06578947368421052
0.9,0.14,3,0.006578947368421052,0.06578947368421052
0.78,0.15,3,0.006578947368421052,0.06578947368421052
0.77,0.23,5,0.006578947368421052,0.06578947368421052
0.77,0.24,3,0.006578947368421052,0.06578947368421052
0.9,0.18,3,0.006578947368421052,0.06578947368421052
0.79,0.16,3,0.006578947368421052,0.06578947368421052
0.79,0.16,5,0.006578947368421052,0.06578947368421052
0.79,0.17,3,0.006578947368421052,0.06578947368421052
0.79,0.17,5,0.006578947368421052,0.06578947368421052
0.78,0.16,3,0.006578947368421052,0.06578947368421052
0.78,0.17,3,0.006578947368421052,0.06578947368421052
0.78,0.18,3,0.006578947368421052,0.06578947368421052
0.78,0.18,5,0.006578947368421052,0.06578947368421052
0.78,0.19,3,0.006578947368421052,0.06578947368421052
0.78,0.2,3,0.006578947368421052,0.06578947368421052
0.78,0.2,5,0.006578947368421052,0.06578947368421052
0.78,0.21,3,0.006578947368421052,0.06578947368421052
0.78,0.21,5,0.006578947368421052,0.06578947368421052
0.85,0.11,5,0.006578947368421052,0.06578947368421052
0.85,0.13,5,0.006578947368421052,0.06578947368421052
0.78,0.22,3,0.006578947368421052,0.06578947368421052
0.71,0.3,3,0.006578947368421052,0.06578947368421052
0.71,0.3,5,0.006578947368421052,0.06578947368421052
0.79,0.2,3,0.006578947368421052,0.06578947368421052
0.79,0.2,5,0.006578947368421052,0.06578947368421052
0.84,0.25,10,0.006578947368421052,0.06578947368421052
0.84,0.26,10,0.006578947368421052,0.06578947368421052
0.84,0.27,10,0.006578947368421052,0.06578947368421052
0.84,0.29,10,0.006578947368421052,0.06578947368421052
0.84,0.3,10,0.006578947368421052,0.06578947368421052
0.88,0.3,10,0.006578947368421052,0.06578947368421052
0.79,0.21,3,0.006578947368421052,0.06578947368421052
0.78,0.24,5,0.006578947368421052,0.06578947368421052
0.78,0.29,10,0.006578947368421052,0.06578947368421052
0.78,0.3,10,0.006578947368421052,0.06578947368421052
0.79,0.14,3,0.006578947368421052,0.06578947368421052
0.79,0.15,3,0.006578947368421052,0.06578947368421052
0.79,0.18,3,0.006578947368421052,0.06578947368421052
0.79,0.19,3,0.006578947368421052,0.06578947368421052
0.79,0.19,5,0.006578947368421052,0.06578947368421052
0.73,0.23,3,0.006578947368421052,0.06578947368421052
